Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Bichena Gebeya,White Teff (Quintal),3510,3700,0,0,3570,3750,Under,5/2/2020
Meresa  Gebeya,White Teff (Quintal),3182,3330,0,0,3330,3455,Sufficient,5/2/2020
Shindie Gebeya,White Teff (Quintal),3300,3350,0,0,3400,3500,Sufficient,5/2/2020
Fenot selam Gebeya,White Teff (Quintal),3096,3150,3200,3250,3400,3500,Sufficient,5/2/2020
Debere Elias Gebeya,White Teff (Quintal),3450,3500,0,0,3550,3580,Under,5/2/2020
Dejen Gebeya,White Teff (Quintal),3150,3220,3200,3300,3300,3300,Sufficient,5/2/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3672,3816,Sufficient,5/2/2020
Shawura Gebeya,White Teff (Quintal),2700,2750,2750,2800,2900,3000,Sufficient,5/2/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3700,3800,Under,5/4/2020
Chagini,White Teff (Quintal),3250,3300,3300,3350,3350,3400,Sufficient,5/4/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3313,3313,0,0,0,0,Under,5/4/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3200,3650,3300,3800,Sufficient,5/4/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3300,3450,0,0,3450,3550,Under,5/4/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3800,3900,Under,5/5/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3600,3650,3700,3700,Under,5/5/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3600,3700,Under,5/5/2020
Enjbara,White Teff (Quintal),0,0,0,0,3650,3700,Under,5/5/2020
Dembecha Gebeya,White Teff (Quintal),3020,3050,3150,3200,3285,3300,Sufficient,5/6/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3700,3800,3850,3900,Under,5/6/2020
Merawi Gebeya,White Teff (Quintal),3200,3400,0,0,3400,3600,Sufficient,5/6/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3700,3720,3780,3900,Sufficient,5/6/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3500,3600,3550,3700,Sufficient,5/6/2020
Debark Gebeya,White Teff (Quintal),3600,3800,3500,3700,3600,3700,Under,5/6/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3250,3500,3300,3600,Sufficient,5/7/2020
Dangla ,White Teff (Quintal),3550,3600,0,0,3550,3700,Under,5/7/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3750,3750,Under,5/7/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3750,3900,Under,5/7/2020
tenta Gebeya,White Teff (Quintal),3550,3690,0,0,0,0,Sufficient,5/7/2020
Debresina Gebeya,White Teff (Quintal),3240,3420,0,0,0,0,Sufficient,5/7/2020
Kola Diba,White Teff (Quintal),3000,3100,0,0,3200,3300,Sufficient,5/9/2020
Wegeda Gebeya,White Teff (Quintal),3100,3150,3150,3200,3200,3250,Under,5/9/2020
Bure Woreda,White Teff (Quintal),3450,3500,0,0,3550,3600,Sufficient,5/9/2020
Motta Gebeya,White Teff (Quintal),3200,3300,0,0,3330,3400,Sufficient,5/9/2020
Lalibela Ketema Gebeya,White Teff (Quintal),4000,4160,0,0,4100,4230,Under,5/9/2020
Fenot selam Gebeya,White Teff (Quintal),3096,3120,3150,3200,3300,3500,Sufficient,5/9/2020
Adet Gebeya ,White Teff (Quintal),3300,3500,0,0,3400,3550,Under,5/9/2020
Kokit  Metema Gebeya,White Teff (Quintal),3100,3150,0,0,3300,3300,Sufficient,5/9/2020
Mekane Selam gebeya,White Teff (Quintal),3430,3450,3480,3500,3570,3600,Sufficient,5/9/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3250,3300,0,0,0,0,Under,5/9/2020
Arerti Gebeya ,White Teff (Quintal),3700,3800,0,0,3800,3900,Sufficient,5/9/2020
Meresa  Gebeya,White Teff (Quintal),3108,3404,0,0,3330,3478,Sufficient,5/9/2020
Meresa  Gebeya,White Teff (Quintal),3108,3404,0,0,3330,3478,Sufficient,5/9/2020
Meresa  Gebeya,White Teff (Quintal),3108,3404,0,0,3330,3478,Sufficient,5/9/2020
Bichena Gebeya,White Teff (Quintal),3500,3640,0,0,3550,3700,Sufficient,5/9/2020
Dabat Gebeya,White Teff (Quintal),3333,3366,3350,3383,3433,3433,Under,5/9/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3700,3750,0,0,3750,3800,Sufficient,5/9/2020
Debere Elias Gebeya,White Teff (Quintal),3400,3500,0,0,3550,3600,Under,5/9/2020
Shawura Gebeya,White Teff (Quintal),2800,2850,2850,2900,3000,3100,Sufficient,5/9/2020
Dejen Gebeya,White Teff (Quintal),3150,3220,3400,3450,3400,3500,Under,5/9/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3600,3744,Sufficient,5/9/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3500,3600,Under,5/9/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3313,3373,0,0,3433,3493,Sufficient,5/11/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3750,3800,Under,5/11/2020
Chagini,White Teff (Quintal),3200,3300,3300,3400,3400,3500,Sufficient,5/11/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3300,3450,0,0,3400,3540,Sufficient,5/11/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3300,3450,0,0,3400,3540,Sufficient,5/11/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3250,3550,3400,3700,Sufficient,5/11/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3600,3600,3650,3650,Under,5/12/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3950,4000,Under,5/12/2020
Enjbara,White Teff (Quintal),0,0,0,0,3550,3600,Under,5/12/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3500,3600,Sufficient,5/12/2020
Woldia Gebeya,White Teff (Quintal),3243,3312,0,0,3312,3381,Under,5/12/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3500,3550,3600,3650,Sufficient,5/13/2020
Merawi Gebeya,White Teff (Quintal),3200,3400,0,0,3400,3600,Over,5/13/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3700,3800,3800,3850,Under,5/13/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3700,3800,3800,3850,Under,5/13/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3700,3700,3800,3900,Sufficient,5/13/2020
Dembecha Gebeya,White Teff (Quintal),3200,3300,3350,3400,3400,3500,Sufficient,5/13/2020
Debark Gebeya,White Teff (Quintal),3600,3700,3500,3650,3600,3800,Under,5/13/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3350,3500,3400,3600,Sufficient,5/14/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3700,3750,Under,5/14/2020
tenta Gebeya,White Teff (Quintal),3760,3834,0,0,0,0,Sufficient,5/14/2020
Dangla ,White Teff (Quintal),3550,3600,0,0,3600,3700,Under,5/14/2020
Debresina Gebeya,White Teff (Quintal),3420,3600,0,0,0,0,Sufficient,5/14/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3650,3800,3800,4000,Sufficient,5/14/2020
Wegeda Gebeya,White Teff (Quintal),3100,3150,3150,3200,3200,3280,Under,5/16/2020
Kola Diba,White Teff (Quintal),3100,3150,0,0,3200,3300,Sufficient,5/16/2020
Fenot selam Gebeya,White Teff (Quintal),3096,3168,3250,3300,3400,3600,Sufficient,5/16/2020
Motta Gebeya,White Teff (Quintal),3150,3200,0,0,3230,3280,Sufficient,5/16/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3660,3830,0,0,3900,4000,Over,5/16/2020
Kokit  Metema Gebeya,White Teff (Quintal),3050,3150,0,0,3200,3300,Sufficient,5/16/2020
Adet Gebeya ,White Teff (Quintal),3300,3500,0,0,3400,3550,Under,5/16/2020
Dabat Gebeya,White Teff (Quintal),0,0,3450,3450,3500,3500,Under,5/16/2020
Mekane Selam gebeya,White Teff (Quintal),3430,3450,3490,3500,3700,3750,Sufficient,5/16/2020
Meresa  Gebeya,White Teff (Quintal),3182,3470,0,0,3374,3515,Under,5/16/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3400,3500,0,0,0,0,Under,5/16/2020
Arerti Gebeya ,White Teff (Quintal),3700,3800,0,0,3800,4000,Sufficient,5/16/2020
Bure Woreda,White Teff (Quintal),3450,3486,0,0,3550,3570,Sufficient,5/16/2020
Bichena Gebeya,White Teff (Quintal),3510,3750,0,0,3650,3800,Sufficient,5/16/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3650,3700,0,0,3750,3800,Sufficient,5/16/2020
Dejen Gebeya,White Teff (Quintal),3220,3290,3300,3400,3400,3500,Sufficient,5/16/2020
Shawura Gebeya,White Teff (Quintal),2800,2900,2900,2950,3000,3050,Sufficient,5/16/2020
Debere Elias Gebeya,White Teff (Quintal),3590,3500,0,0,3560,3570,Under,5/16/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3500,3600,Sufficient,5/16/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3672,3816,Sufficient,5/16/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3192,3313,0,0,3373,3493,Sufficient,5/18/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3800,3900,Under,5/18/2020
Chagini,White Teff (Quintal),3200,3250,3300,3350,3350,3400,Sufficient,5/18/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3300,3700,3450,3800,Sufficient,5/18/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3300,3480,0,0,3400,3550,Sufficient,5/18/2020
Enjbara,White Teff (Quintal),0,0,0,0,3600,3750,Under,5/19/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3600,3700,Over,5/19/2020
Woldia Gebeya,White Teff (Quintal),3174,3312,0,0,3312,3450,Sufficient,5/19/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3350,3600,Under,5/19/2020
Merawi Gebeya,White Teff (Quintal),3300,3500,0,0,3550,3650,Sufficient,5/20/2020
Dembecha Gebeya,White Teff (Quintal),3200,3300,3350,3400,3400,3500,Sufficient,5/20/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3700,3750,3850,3900,Sufficient,5/20/2020
Debark Gebeya,White Teff (Quintal),3600,3700,3500,3600,3600,3800,Sufficient,5/20/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3500,3550,3600,3650,Sufficient,5/20/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3800,3850,3900,4000,Under,5/20/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3400,3550,3450,3600,Sufficient,5/21/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3700,3800,Under,5/21/2020
Dangla ,White Teff (Quintal),3400,3500,0,0,3600,3700,Sufficient,5/21/2020
Debresina Gebeya,White Teff (Quintal),3330,3555,0,0,0,0,Sufficient,5/21/2020
tenta Gebeya,White Teff (Quintal),3550,3620,0,0,0,0,Sufficient,5/21/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3650,3750,3800,4000,Sufficient,5/21/2020
Kola Diba,White Teff (Quintal),3000,3100,0,0,3200,3300,Sufficient,5/23/2020
Wegeda Gebeya,White Teff (Quintal),3150,3200,3200,3250,3250,3300,Under,5/23/2020
Bure Woreda,White Teff (Quintal),3440,3460,0,0,3550,3600,Sufficient,5/23/2020
Motta Gebeya,White Teff (Quintal),3050,3200,0,0,3250,3300,Sufficient,5/23/2020
Fenot selam Gebeya,White Teff (Quintal),3096,3240,3300,3350,3400,3600,Sufficient,5/23/2020
Adet Gebeya ,White Teff (Quintal),3300,3500,0,0,3400,3600,Under,5/23/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3600,3650,0,0,3700,3750,Sufficient,5/23/2020
Lalibela Ketema Gebeya,White Teff (Quintal),4000,4160,0,0,4060,4230,Over,5/23/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3450,3500,0,0,0,0,Under,5/23/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3600,3700,Sufficient,5/23/2020
Arerti Gebeya ,White Teff (Quintal),3800,3900,0,0,3900,4000,Sufficient,5/23/2020
Bichena Gebeya,White Teff (Quintal),3640,3800,0,0,3700,3850,Under,5/23/2020
Meresa  Gebeya,White Teff (Quintal),3240,3404,0,0,3330,3522,Under,5/23/2020
Shawura Gebeya,White Teff (Quintal),2700,2800,2850,2900,3000,3100,Sufficient,5/23/2020
Debere Elias Gebeya,White Teff (Quintal),3450,3500,0,0,3550,3580,Sufficient,5/23/2020
Dejen Gebeya,White Teff (Quintal),3220,3360,3400,3450,3450,3600,Sufficient,5/23/2020
Dabat Gebeya,White Teff (Quintal),3300,3366,3366,3400,3433,3466,Under,5/23/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3600,3672,Sufficient,5/23/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3300,3500,0,0,3400,3550,Under,5/25/2020
Chagini,White Teff (Quintal),3200,3250,3250,3300,3300,3350,Over,5/25/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3350,3800,3450,3900,Sufficient,5/25/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3800,3900,Under,5/25/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3800,4100,Under,5/26/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3300,3350,3400,3400,Under,5/26/2020
Enjbara,White Teff (Quintal),0,0,0,0,3650,3750,Under,5/26/2020
Woldia Gebeya,White Teff (Quintal),3174,3312,0,0,3312,3450,Sufficient,5/26/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3650,3700,Under,5/26/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3650,3700,3750,3800,Sufficient,5/27/2020
Merawi Gebeya,White Teff (Quintal),3200,3400,0,0,3400,3600,Sufficient,5/27/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3700,3720,3800,3900,Sufficient,5/27/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3800,3900,3950,4000,Sufficient,5/27/2020
Dembecha Gebeya,White Teff (Quintal),3300,3350,3400,3450,3500,3600,Sufficient,5/27/2020
Debark Gebeya,White Teff (Quintal),3550,3600,3500,3600,3600,3700,Sufficient,5/27/2020
Dangla ,White Teff (Quintal),3300,3350,0,0,3400,3500,Under,5/28/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3750,3800,Under,5/28/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3650,3750,3750,3900,Sufficient,5/28/2020
tenta Gebeya,White Teff (Quintal),3550,3620,0,0,0,0,Sufficient,5/28/2020
Debresina Gebeya,White Teff (Quintal),3330,3600,0,0,0,0,Sufficient,5/28/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3250,3450,3300,3500,Sufficient,5/28/2020
Motta Gebeya,White Teff (Quintal),3150,3250,0,0,3270,3300,Sufficient,5/30/2020
Kola Diba,White Teff (Quintal),2900,3000,0,0,3100,3200,Sufficient,5/30/2020
Bure Woreda,White Teff (Quintal),3450,3470,0,0,3600,3650,Sufficient,5/30/2020
Wegeda Gebeya,White Teff (Quintal),3180,3200,3200,3250,3250,3300,Under,5/30/2020
Dabat Gebeya,White Teff (Quintal),3500,3500,3550,3550,3600,3600,Under,5/30/2020
Adet Gebeya ,White Teff (Quintal),3300,3500,0,0,3400,3600,Under,5/30/2020
Mekane Selam gebeya,White Teff (Quintal),3400,3450,3530,3550,3700,3750,Sufficient,5/30/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3450,3500,0,0,0,0,Under,5/30/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3500,3600,Sufficient,5/30/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3830,4000,0,0,3900,4060,Sufficient,5/30/2020
Arerti Gebeya ,White Teff (Quintal),3800,3900,0,0,3900,4000,Sufficient,5/30/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3600,3650,0,0,3700,3750,Sufficient,5/30/2020
Debere Elias Gebeya,White Teff (Quintal),3450,3500,0,0,3580,3600,Under,5/30/2020
Fenot selam Gebeya,White Teff (Quintal),3096,3168,3200,3300,3350,3600,Sufficient,5/30/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3528,3600,Sufficient,5/30/2020
Meresa  Gebeya,White Teff (Quintal),3256,3478,0,0,3478,3626,Sufficient,5/30/2020
Bichena Gebeya,White Teff (Quintal),3575,3800,0,0,3680,3850,Under,5/30/2020
Shawura Gebeya,White Teff (Quintal),2800,2900,2950,3000,3050,3100,Sufficient,5/30/2020
Dejen Gebeya,White Teff (Quintal),3360,3430,3400,3450,3450,3500,Sufficient,5/30/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3350,3450,0,0,3450,3550,Over,6/1/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3800,3900,Under,6/1/2020
Chagini,White Teff (Quintal),3150,3200,3200,3250,3350,3450,Sufficient,6/1/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3300,3500,3400,3600,Sufficient,6/1/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3840,4100,Under,6/2/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3350,3375,3400,3450,Under,6/2/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3650,3700,Under,6/2/2020
Enjbara,White Teff (Quintal),0,0,0,0,3600,3750,Under,6/2/2020
Woldia Gebeya,White Teff (Quintal),3312,3381,0,0,3450,3588,Over,6/2/2020
Merawi Gebeya,White Teff (Quintal),3200,3400,0,0,3500,3650,Over,6/3/2020
Dembecha Gebeya,White Teff (Quintal),3350,3400,3450,3500,3600,3650,Sufficient,6/3/2020
Debark Gebeya,White Teff (Quintal),3550,3700,3500,3600,3600,3700,Sufficient,6/3/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3700,3750,3800,3900,Sufficient,6/3/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3750,3800,3850,3900,Sufficient,6/3/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3700,3750,3800,3850,Sufficient,6/3/2020
Dangla ,White Teff (Quintal),3500,3550,0,0,3700,3800,Under,6/4/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3350,3400,3400,3500,Sufficient,6/4/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3700,3800,3750,4000,Sufficient,6/4/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3750,3800,Under,6/4/2020
tenta Gebeya,White Teff (Quintal),3550,3690,0,0,0,0,Sufficient,6/4/2020
Debresina Gebeya,White Teff (Quintal),3510,3690,0,0,0,0,Sufficient,6/4/2020
Kola Diba,White Teff (Quintal),3000,3100,0,0,3150,3200,Sufficient,6/6/2020
Wegeda Gebeya,White Teff (Quintal),3100,3150,3150,3200,3200,3350,Under,6/6/2020
Bure Woreda,White Teff (Quintal),3550,3600,0,0,3700,3750,Under,6/6/2020
Fenot selam Gebeya,White Teff (Quintal),3240,3300,3340,3360,3450,3600,Sufficient,6/6/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3650,3700,0,0,3750,3800,Sufficient,6/6/2020
Mekane Selam gebeya,White Teff (Quintal),3580,3600,3700,3750,3800,3850,Sufficient,6/6/2020
Lalibela Ketema Gebeya,White Teff (Quintal),4000,4160,0,0,4060,4160,Over,6/6/2020
Adet Gebeya ,White Teff (Quintal),3300,3500,0,0,3400,3600,Under,6/6/2020
Meresa  Gebeya,White Teff (Quintal),3315,3590,0,0,3530,3677,Sufficient,6/6/2020
Motta Gebeya,White Teff (Quintal),3200,3250,0,0,3280,3300,Sufficient,6/6/2020
Dejen Gebeya,White Teff (Quintal),3430,3500,3500,3550,3600,3650,Sufficient,6/6/2020
Arerti Gebeya ,White Teff (Quintal),3800,3900,0,0,3900,4000,Sufficient,6/6/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3500,3550,0,0,0,0,Under,6/6/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3600,3700,Sufficient,6/6/2020
Debere Elias Gebeya,White Teff (Quintal),3500,3600,0,0,3680,3700,Under,6/6/2020
Bichena Gebeya,White Teff (Quintal),3640,3800,0,0,3700,3870,Sufficient,6/6/2020
Shawura Gebeya,White Teff (Quintal),2900,2950,3000,3050,3100,3200,Sufficient,6/6/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3600,3672,Sufficient,6/6/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3433,3493,0,0,3554,3614,Sufficient,6/8/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3500,3700,3600,3800,Sufficient,6/8/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3350,3500,0,0,3450,3600,Sufficient,6/8/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3800,4000,Under,6/8/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3900,4100,Under,6/9/2020
Enjbara,White Teff (Quintal),0,0,0,0,3800,4000,Under,6/9/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3700,3800,Under,6/9/2020
Merawi Gebeya,White Teff (Quintal),3200,3400,0,0,3500,3700,Over,6/10/2020
Dembecha Gebeya,White Teff (Quintal),3400,3450,3500,3550,3600,3650,Under,6/10/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3750,3780,3800,3900,Sufficient,6/10/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3800,3900,3950,4000,Sufficient,6/10/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3750,3800,3850,3900,Sufficient,6/10/2020
Debark Gebeya,White Teff (Quintal),3550,3650,3500,3600,3600,3700,Under,6/10/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3800,3900,Under,6/11/2020
tenta Gebeya,White Teff (Quintal),3124,3905,0,0,0,0,Sufficient,6/11/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3700,3850,3800,4000,Sufficient,6/11/2020
Wegeda Gebeya,White Teff (Quintal),3170,3230,3240,3300,3300,3350,Under,6/13/2020
Bure Woreda,White Teff (Quintal),3560,3600,0,0,3800,3850,Sufficient,6/13/2020
Kola Diba,White Teff (Quintal),3000,3100,0,0,3200,3300,Sufficient,6/13/2020
Lalibela Ketema Gebeya,White Teff (Quintal),2830,3000,0,0,3000,3160,Over,6/13/2020
Kokit  Metema Gebeya,White Teff (Quintal),3200,3200,0,0,3300,3300,Sufficient,6/13/2020
Dabat Gebeya,White Teff (Quintal),3540,3540,3583,3617,3600,3666,Under,6/13/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3550,3600,0,0,0,0,Under,6/13/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3800,3850,0,0,3850,3900,Sufficient,6/13/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3600,3700,Sufficient,6/13/2020
Adet Gebeya ,White Teff (Quintal),3400,3600,0,0,3500,3700,Under,6/13/2020
Bichena Gebeya,White Teff (Quintal),3705,3770,0,0,3760,3880,Under,6/13/2020
Mekane Selam gebeya,White Teff (Quintal),3700,3750,3850,3875,3950,3980,Sufficient,6/13/2020
Motta Gebeya,White Teff (Quintal),3150,3300,0,0,3350,3450,Sufficient,6/13/2020
Shawura Gebeya,White Teff (Quintal),2900,2950,3000,3050,3100,3200,Sufficient,6/13/2020
Debere Elias Gebeya,White Teff (Quintal),3500,3500,0,0,3580,3600,Under,6/13/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3528,3672,Sufficient,6/13/2020
Dejen Gebeya,White Teff (Quintal),3500,3600,3600,3650,3600,3700,Over,6/13/2020
Fenot selam Gebeya,White Teff (Quintal),3312,3384,3400,3700,3450,3800,Sufficient,6/13/2020
Arerti Gebeya ,White Teff (Quintal),3800,3900,0,0,3900,4000,Sufficient,6/13/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3400,3550,0,0,3500,3600,Sufficient,6/15/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3750,3800,0,0,3850,3900,Sufficient,6/15/2020
Chagini,White Teff (Quintal),3200,3250,3300,3350,3400,3500,Sufficient,6/15/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3500,3900,3600,4000,Sufficient,6/15/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3900,4000,Under,6/15/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3840,4200,Under,6/16/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3800,3900,Under,6/16/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3350,3375,3400,3450,Under,6/16/2020
Woldia Gebeya,White Teff (Quintal),3450,3588,0,0,3588,3726,Sufficient,6/16/2020
Merawi Gebeya,White Teff (Quintal),3400,3600,0,0,3500,3700,Sufficient,6/17/2020
Dembecha Gebeya,White Teff (Quintal),3450,3500,3550,3600,3650,3700,Under,6/17/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,4000,4050,4100,4200,Sufficient,6/17/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3750,3780,3900,4000,Sufficient,6/17/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3800,3850,3900,3950,Sufficient,6/17/2020
Debark Gebeya,White Teff (Quintal),3500,3700,3600,3700,3600,3800,Sufficient,6/17/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3800,3900,Under,6/18/2020
Dangla ,White Teff (Quintal),3500,3600,3600,3700,3700,3850,Sufficient,6/18/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,3400,3650,3450,3700,Under,6/18/2020
tenta Gebeya,White Teff (Quintal),3900,4115,0,0,0,0,Sufficient,6/18/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3700,3800,3750,4000,Sufficient,6/18/2020
Bure Woreda,White Teff (Quintal),3550,3580,0,0,3820,3860,Sufficient,6/20/2020
Kola Diba,White Teff (Quintal),3100,3200,0,0,3300,3350,Sufficient,6/20/2020
Wegeda Gebeya,White Teff (Quintal),3200,3250,3250,3300,3320,3400,Under,6/20/2020
Motta Gebeya,White Teff (Quintal),3250,3350,0,0,3400,3500,Sufficient,6/20/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3800,4000,0,0,3900,4000,Under,6/20/2020
Arerti Gebeya ,White Teff (Quintal),3700,3800,0,0,3850,3900,Sufficient,6/20/2020
Dabat Gebeya,White Teff (Quintal),3600,3650,3650,3675,3700,3750,Under,6/20/2020
Shindie Gebeya,White Teff (Quintal),0,0,0,0,3650,3700,Sufficient,6/20/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),3500,3550,0,0,0,0,Sufficient,6/20/2020
Mekane Selam gebeya,White Teff (Quintal),3750,3800,3900,3920,4000,4100,Sufficient,6/20/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3750,3800,0,0,3850,3900,Sufficient,6/20/2020
Bichena Gebeya,White Teff (Quintal),3800,4000,0,0,3850,4030,Under,6/20/2020
