Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3000,3200,Under,12/10/2019
Enjbara,White Teff (Quintal),0,0,3200,3250,3300,3400,Sufficient,12/10/2019
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3100,3150,3200,3250,Under,12/10/2019
Woldia Gebeya,White Teff (Quintal),2691,2760,0,0,2760,2829,Sufficient,12/10/2019
Merawi Gebeya,White Teff (Quintal),3000,3100,0,0,3100,3200,Sufficient,12/11/2019
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,2940,3000,3100,3300,Sufficient,12/11/2019
Desse Robit Gebaya,White Teff (Quintal),0,0,2900,3000,3050,3200,Sufficient,12/11/2019
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3000,3100,3000,3300,Sufficient,12/11/2019
Dembecha Gebeya,White Teff (Quintal),2847,2920,2900,2950,2950,3000,Under,12/11/2019
Debark Gebeya,White Teff (Quintal),3100,3300,2950,3150,3000,3200,Under,12/11/2019
tenta Gebeya,White Teff (Quintal),3692,3763,0,0,0,0,Sufficient,12/12/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3300,3500,3450,3650,Sufficient,12/12/2019
Debresina Gebeya,White Teff (Quintal),2880,3060,0,0,2970,3150,Sufficient,12/12/2019
Dangla ,White Teff (Quintal),2900,3000,3100,3250,3100,3300,Sufficient,12/12/2019
Wereta Arada Gebeya ,White Teff (Quintal),2900,3100,3150,3450,3200,3500,Sufficient,12/12/2019
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3000,3200,Under,12/12/2019
Alem Ketema Kedame Gebeya,White Teff (Quintal),2700,3000,0,0,0,0,Under,12/14/2019
Mekane Selam gebeya,White Teff (Quintal),2900,3000,3050,3150,3180,3300,Sufficient,12/14/2019
Meresa  Gebeya,White Teff (Quintal),2738,2812,0,0,2886,2960,Sufficient,12/14/2019
Shawura Gebeya,White Teff (Quintal),2700,2800,2850,2900,2900,3000,Sufficient,12/14/2019
Dejen Gebeya,White Teff (Quintal),2613,2747,2900,3000,2950,3000,Sufficient,12/14/2019
Mehal Meda,White Teff (Quintal),0,0,0,0,2916,3024,Sufficient,12/14/2019
Kokit  Metema Gebeya,White Teff (Quintal),2900,2900,0,0,3100,3150,Sufficient,12/14/2019
Adet Gebeya ,White Teff (Quintal),3000,3150,0,0,3050,3250,Under,12/14/2019
Arerti Gebeya ,White Teff (Quintal),2800,2900,0,0,3000,3100,Sufficient,12/14/2019
Debre Markos Huseta Gebeya,White Teff (Quintal),3200,3250,0,0,3300,3350,Sufficient,12/14/2019
Bichena Gebeya,White Teff (Quintal),3120,3250,0,0,3170,3300,Sufficient,12/14/2019
Kola Diba,White Teff (Quintal),2800,2825,2850,2875,2900,2925,Sufficient,12/14/2019
Debere Elias Gebeya,White Teff (Quintal),2800,2964,0,0,2985,3000,Under,12/14/2019
Shindie Gebeya,White Teff (Quintal),2948,3015,0,0,3100,3200,Sufficient,12/14/2019
Bure Woreda,White Teff (Quintal),2850,2925,0,0,3000,3050,Over,12/14/2019
Fenot selam Gebeya,White Teff (Quintal),2808,2880,2900,3000,3000,3200,Sufficient,12/14/2019
Dabat Gebeya,White Teff (Quintal),2825,2875,2850,2888,2885,2900,Sufficient,12/14/2019
Lalibela Ketema Gebeya,White Teff (Quintal),2933,3000,0,0,3000,3100,Sufficient,12/14/2019
Motta Gebeya,White Teff (Quintal),2950,3000,0,0,3000,3060,Sufficient,12/14/2019
Wegeda Gebeya,White Teff (Quintal),2800,2850,2900,2980,3000,3100,Under,12/14/2019
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Under,12/16/2019
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3000,3150,3020,3050,3150,3300,Sufficient,12/16/2019
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3450,3200,3500,Sufficient,12/16/2019
Wereyilu Segno Gebeya ,White Teff (Quintal),3240,3300,0,0,3360,3420,Under,12/16/2019
Enjbara,White Teff (Quintal),0,0,3200,3300,3350,3400,Sufficient,12/17/2019
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3200,3250,3280,3300,Under,12/17/2019
Woldia Gebeya,White Teff (Quintal),2967,3036,0,0,3105,3174,Over,12/17/2019
Sekota Segno Gebeya,White Teff (Quintal),0,0,3100,3250,3120,3264,Under,12/17/2019
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3000,3200,Sufficient,12/17/2019
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,2940,3000,3100,3300,Sufficient,12/18/2019
Merawi Gebeya,White Teff (Quintal),3000,3200,0,0,3100,3300,Sufficient,12/18/2019
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3050,3100,3100,3200,Sufficient,12/18/2019
Desse Robit Gebaya,White Teff (Quintal),0,0,3100,3200,3250,3300,Sufficient,12/18/2019
Debark Gebeya,White Teff (Quintal),3100,3300,3200,3300,3200,3350,Under,12/18/2019
Dembecha Gebeya,White Teff (Quintal),2920,2950,3000,3050,3050,3100,Under,12/18/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3250,3500,3400,3600,Sufficient,12/19/2019
tenta Gebeya,White Teff (Quintal),3850,3900,0,0,0,0,Sufficient,12/19/2019
Debresina Gebeya,White Teff (Quintal),2880,2970,0,0,2970,3060,Sufficient,12/19/2019
Wereta Arada Gebeya ,White Teff (Quintal),3000,3150,3200,3400,3250,3550,Sufficient,12/19/2019
Dangla ,White Teff (Quintal),2900,3000,3050,3350,3100,3333,Sufficient,12/19/2019
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3000,3200,Under,12/19/2019
Alem Ketema Kedame Gebeya,White Teff (Quintal),2700,3000,0,0,0,0,Under,12/21/2019
Meresa  Gebeya,White Teff (Quintal),2886,2960,0,0,2960,3034,Sufficient,12/21/2019
Mekane Selam gebeya,White Teff (Quintal),2900,3000,3050,3190,3200,3250,Sufficient,12/21/2019
Shawura Gebeya,White Teff (Quintal),2600,2800,2800,2850,2900,3000,Sufficient,12/21/2019
Mehal Meda,White Teff (Quintal),0,0,0,0,3168,3384,Sufficient,12/21/2019
Kola Diba,White Teff (Quintal),2700,2750,2775,2780,2800,2850,Under,12/21/2019
Kokit  Metema Gebeya,White Teff (Quintal),3000,3000,0,0,3150,3200,Sufficient,12/21/2019
Debere Elias Gebeya,White Teff (Quintal),3000,3116,0,0,3140,3150,Under,12/21/2019
Adet Gebeya ,White Teff (Quintal),2900,3150,0,0,2950,3200,Sufficient,12/21/2019
Bure Woreda,White Teff (Quintal),2925,2975,0,0,3100,3200,Sufficient,12/21/2019
Arerti Gebeya ,White Teff (Quintal),2850,3000,0,0,3000,3100,Sufficient,12/21/2019
Debre Markos Huseta Gebeya,White Teff (Quintal),3200,3250,0,0,3300,3350,Sufficient,12/21/2019
Shindie Gebeya,White Teff (Quintal),3015,3082,0,0,3100,3200,Sufficient,12/21/2019
Bichena Gebeya,White Teff (Quintal),3100,3250,0,0,3150,3300,Sufficient,12/21/2019
Lalibela Ketema Gebeya,White Teff (Quintal),3167,3333,3433,3600,3500,3667,Sufficient,12/21/2019
Dejen Gebeya,White Teff (Quintal),2680,2747,2900,3000,2950,3000,Sufficient,12/21/2019
Fenot selam Gebeya,White Teff (Quintal),2952,3024,3100,3300,3200,3400,Sufficient,12/21/2019
Dabat Gebeya,White Teff (Quintal),2850,2866,2918,2933,2934,2950,Under,12/21/2019
Wegeda Gebeya,White Teff (Quintal),2780,2850,2900,2950,2960,3050,Under,12/21/2019
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Under,12/23/2019
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3000,3200,3150,3250,3250,3300,Sufficient,12/23/2019
Chagini,White Teff (Quintal),2950,3000,2980,3100,3100,3200,Sufficient,12/23/2019
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3350,3400,3450,3500,Sufficient,12/23/2019
Wereyilu Segno Gebeya ,White Teff (Quintal),3180,3240,0,0,3300,3360,Under,12/23/2019
Woldia Gebeya,White Teff (Quintal),2829,2933,0,0,2967,3105,Over,12/24/2019
Enjbara,White Teff (Quintal),0,0,3100,3200,3300,3400,Sufficient,12/24/2019
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3180,3200,3250,3300,Under,12/24/2019
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3100,3200,Sufficient,12/24/2019
Sekota Segno Gebeya,White Teff (Quintal),0,0,3100,3450,3120,3264,Under,12/24/2019
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3000,3100,3200,3300,Sufficient,12/25/2019
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3050,3200,3100,3300,Sufficient,12/25/2019
Desse Robit Gebaya,White Teff (Quintal),0,0,3200,3300,3300,3400,Sufficient,12/25/2019
Dembecha Gebeya,White Teff (Quintal),2950,3000,3050,3100,3150,3200,Under,12/25/2019
Merawi Gebeya,White Teff (Quintal),2800,3000,0,0,2950,3150,Sufficient,12/25/2019
Debark Gebeya,White Teff (Quintal),3000,3300,3100,3300,3200,3400,Sufficient,12/25/2019
Bahir Dar kebele 04,White Teff (Quintal),0,0,3250,3500,3400,3600,Sufficient,12/26/2019
tenta Gebeya,White Teff (Quintal),3400,3550,0,0,0,0,Sufficient,12/26/2019
Debresina Gebeya,White Teff (Quintal),2880,3060,0,0,0,0,Sufficient,12/26/2019
Dangla ,White Teff (Quintal),3100,3200,3250,3300,3350,3400,Under,12/26/2019
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3000,3200,Under,12/26/2019
Wereta Arada Gebeya ,White Teff (Quintal),3000,3300,3050,3350,3100,3400,Sufficient,12/26/2019
Alem Ketema Kedame Gebeya,White Teff (Quintal),3000,3000,0,0,0,0,Under,12/28/2019
Mekane Selam gebeya,White Teff (Quintal),2600,2700,2750,2800,2880,2950,Sufficient,12/28/2019
Meresa  Gebeya,White Teff (Quintal),2738,2812,0,0,2886,2960,Sufficient,12/28/2019
Adet Gebeya ,White Teff (Quintal),2850,2900,0,0,2900,3000,Sufficient,12/28/2019
Debre Markos Huseta Gebeya,White Teff (Quintal),3250,3300,0,0,3300,3350,Sufficient,12/28/2019
Arerti Gebeya ,White Teff (Quintal),2800,3000,0,0,3000,3100,Sufficient,12/28/2019
Fenot selam Gebeya,White Teff (Quintal),2808,2952,3100,3200,3200,3300,Sufficient,12/28/2019
Kokit  Metema Gebeya,White Teff (Quintal),3000,3000,0,0,3150,3300,Sufficient,12/28/2019
Debere Elias Gebeya,White Teff (Quintal),3000,3268,0,0,3275,3280,Under,12/28/2019
Shindie Gebeya,White Teff (Quintal),3015,3082,0,0,3200,3250,Sufficient,12/28/2019
Bure Woreda,White Teff (Quintal),2950,3000,0,0,3050,3200,Over,12/28/2019
Kola Diba,White Teff (Quintal),2700,2800,2820,2840,2850,2900,Sufficient,12/28/2019
Dabat Gebeya,White Teff (Quintal),2867,2916,2966,3000,3066,3133,Under,12/28/2019
Bichena Gebeya,White Teff (Quintal),3120,3250,0,0,3160,3300,Sufficient,12/28/2019
Lalibela Ketema Gebeya,White Teff (Quintal),3167,3267,3433,3600,3500,3667,Sufficient,12/28/2019
Dejen Gebeya,White Teff (Quintal),2800,2870,2800,3000,2900,3000,Sufficient,12/28/2019
Motta Gebeya,White Teff (Quintal),2700,2800,0,0,2750,2850,Sufficient,12/28/2019
Mehal Meda,White Teff (Quintal),0,0,0,0,3168,3384,Sufficient,12/28/2019
Shawura Gebeya,White Teff (Quintal),2850,2900,2900,2950,3000,3050,Sufficient,12/28/2019
Wegeda Gebeya,White Teff (Quintal),2800,2850,2850,2950,2950,3000,Under,12/28/2019
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Under,12/30/2019
Estie Mekane Yesus Gebeya ,White Teff (Quintal),2900,3120,3000,3180,3100,3280,Sufficient,12/30/2019
Chagini,White Teff (Quintal),2750,2800,2775,3000,3000,3200,Sufficient,12/30/2019
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3400,3250,3600,Sufficient,12/30/2019
Wereyilu Segno Gebeya ,White Teff (Quintal),3120,3180,0,0,3240,3300,Under,12/30/2019
Woldia Gebeya,White Teff (Quintal),2829,2898,0,0,2967,3105,Sufficient,12/31/2019
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3150,3200,3250,3300,Under,12/31/2019
Enjbara,White Teff (Quintal),0,0,3300,3330,3350,3450,Sufficient,12/31/2019
Sekota Segno Gebeya,White Teff (Quintal),0,0,0,0,3120,3264,Under,12/31/2019
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3100,3200,Sufficient,12/31/2019
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3000,3120,3200,3300,Sufficient,1/1/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3200,3250,3300,3350,Sufficient,1/1/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3100,3250,3200,3300,Sufficient,1/1/2020
Merawi Gebeya,White Teff (Quintal),2800,3000,0,0,2900,3100,Over,1/1/2020
Debark Gebeya,White Teff (Quintal),3100,3400,3100,3300,3200,3400,Sufficient,1/1/2020
Dembecha Gebeya,White Teff (Quintal),2950,3000,3050,3100,3150,3200,Under,1/1/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3300,3500,Sufficient,1/2/2020
tenta Gebeya,White Teff (Quintal),3195,3408,0,0,0,0,Sufficient,1/2/2020
Debresina Gebeya,White Teff (Quintal),2880,3060,0,0,0,0,Sufficient,1/2/2020
Wereta Arada Gebeya ,White Teff (Quintal),2900,3200,2950,3250,3050,3400,Sufficient,1/2/2020
Dangla ,White Teff (Quintal),3100,3200,3250,3275,3300,3400,Sufficient,1/2/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3000,3300,Under,1/2/2020
Meresa  Gebeya,White Teff (Quintal),2886,2960,0,0,3034,3108,Sufficient,1/4/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),2900,3000,0,0,0,0,Sufficient,1/4/2020
Mekane Selam gebeya,White Teff (Quintal),2650,2750,2800,2900,2950,3150,Sufficient,1/4/2020
Adet Gebeya ,White Teff (Quintal),2900,2950,0,0,2950,3050,Sufficient,1/4/2020
Arerti Gebeya ,White Teff (Quintal),2850,3000,0,0,3000,3100,Sufficient,1/4/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3168,3312,Sufficient,1/4/2020
Kola Diba,White Teff (Quintal),2900,2900,0,0,2950,3000,Sufficient,1/4/2020
Debere Elias Gebeya,White Teff (Quintal),3000,3192,0,0,3220,3230,Under,1/4/2020
Bichena Gebeya,White Teff (Quintal),2990,3200,0,0,3040,3250,Sufficient,1/4/2020
Kokit  Metema Gebeya,White Teff (Quintal),3000,3000,0,0,3200,3300,Under,1/4/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3250,3300,0,0,3350,3400,Sufficient,1/4/2020
Bure Woreda,White Teff (Quintal),2925,2975,0,0,3000,3150,Over,1/4/2020
Fenot selam Gebeya,White Teff (Quintal),3000,3050,3200,3250,3300,3350,Sufficient,1/4/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3000,3100,3167,3267,3267,3333,Under,1/4/2020
Shindie Gebeya,White Teff (Quintal),3020,3050,0,0,3100,3200,Sufficient,1/4/2020
Dejen Gebeya,White Teff (Quintal),2660,2800,2850,3000,2900,3000,Over,1/4/2020
Motta Gebeya,White Teff (Quintal),2650,2750,0,0,2700,2850,Sufficient,1/4/2020
Dabat Gebeya,White Teff (Quintal),2967,3017,3067,3100,3100,3133,Sufficient,1/4/2020
Shawura Gebeya,White Teff (Quintal),2800,2900,2850,2900,2950,3000,Sufficient,1/4/2020
Wegeda Gebeya,White Teff (Quintal),2750,2850,2850,2900,2900,3000,Under,1/4/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3200,3400,Under,1/6/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),3000,3200,3100,3250,3150,3310,Sufficient,1/6/2020
Chagini,White Teff (Quintal),2800,2850,2900,3000,3000,3100,Sufficient,1/6/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3100,3400,3250,3600,Sufficient,1/6/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3240,3300,0,0,3360,3420,Under,1/6/2020
Merawi Gebeya,White Teff (Quintal),3000,3100,0,0,3100,3200,Sufficient,1/8/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3000,3120,3200,3300,Sufficient,1/8/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3000,3200,3100,3300,Over,1/8/2020
Dembecha Gebeya,White Teff (Quintal),2920,2950,3000,3050,3100,3150,Sufficient,1/8/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3200,3300,3300,3350,Sufficient,1/8/2020
Debark Gebeya,White Teff (Quintal),3000,3300,3200,3300,3000,3300,Sufficient,1/8/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3300,3500,Sufficient,1/9/2020
tenta Gebeya,White Teff (Quintal),3408,3550,0,0,0,0,Sufficient,1/9/2020
Debresina Gebeya,White Teff (Quintal),2790,2970,0,0,0,0,Sufficient,1/9/2020
Wereta Arada Gebeya ,White Teff (Quintal),2743,3000,2850,3300,2900,3400,Sufficient,1/9/2020
Dangla ,White Teff (Quintal),3100,3200,3250,3280,3300,3400,Sufficient,1/9/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3100,3400,Under,1/9/2020
Dejen Gebeya,White Teff (Quintal),2660,2800,2800,2900,2850,3000,Sufficient,1/11/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,2952,3096,Sufficient,1/11/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),2900,3000,0,0,0,0,Under,1/11/2020
Mekane Selam gebeya,White Teff (Quintal),2850,3000,3040,3060,3100,3150,Sufficient,1/11/2020
Bichena Gebeya,White Teff (Quintal),3000,3150,0,0,3150,3200,Sufficient,1/11/2020
Meresa  Gebeya,White Teff (Quintal),2997,3108,0,0,3164,3330,Sufficient,1/11/2020
Kokit  Metema Gebeya,White Teff (Quintal),3000,3100,0,0,3200,3300,Sufficient,1/11/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3200,3250,0,0,3300,3350,Sufficient,1/11/2020
Adet Gebeya ,White Teff (Quintal),2900,3100,0,0,3000,3200,Sufficient,1/11/2020
Debere Elias Gebeya,White Teff (Quintal),3000,3192,0,0,3240,3250,Sufficient,1/11/2020
Kola Diba,White Teff (Quintal),2750,2800,0,0,2900,2900,Sufficient,1/11/2020
Bure Woreda,White Teff (Quintal),2900,2975,0,0,3000,3100,Over,1/11/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,1/11/2020
Fenot selam Gebeya,White Teff (Quintal),2952,3024,3100,3200,3200,3300,Sufficient,1/11/2020
Shindie Gebeya,White Teff (Quintal),3015,3082,0,0,3149,3200,Sufficient,1/11/2020
Dabat Gebeya,White Teff (Quintal),3200,3233,3233,3300,3300,3316,Sufficient,1/11/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3000,3100,3167,3267,3267,3333,Sufficient,1/11/2020
Motta Gebeya,White Teff (Quintal),2650,2750,0,0,2700,2800,Sufficient,1/11/2020
Shawura Gebeya,White Teff (Quintal),2600,2700,2700,2800,2800,2850,Over,1/11/2020
Wegeda Gebeya,White Teff (Quintal),2800,2900,2900,2950,2950,3050,Under,1/11/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3300,3400,Under,1/13/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),2950,3100,3000,3150,3090,3200,Sufficient,1/13/2020
Chagini,White Teff (Quintal),2800,2950,2900,3100,3000,3200,Over,1/13/2020
Gondar Kedamie  Gebeya ,White Teff (Quintal),0,0,3000,3350,3200,3500,Sufficient,1/13/2020
Wereyilu Segno Gebeya ,White Teff (Quintal),3180,3240,0,0,3300,3360,Under,1/13/2020
Woldia Gebeya,White Teff (Quintal),2967,3001,0,0,3036,3105,Sufficient,1/14/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3100,3150,3200,3300,Under,1/14/2020
Sekota Segno Gebeya,White Teff (Quintal),0,0,3250,3350,3216,3360,Under,1/14/2020
Shewa Robit Kebele 02  Gebeya,White Teff (Quintal),0,0,0,0,3200,3300,Sufficient,1/14/2020
Enjbara,White Teff (Quintal),0,0,3200,3250,3300,3400,Sufficient,1/14/2020
Merawi Gebeya,White Teff (Quintal),3000,3100,0,0,3100,3200,Over,1/15/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3100,3300,3300,3350,Sufficient,1/15/2020
Dembecha Gebeya,White Teff (Quintal),2900,2920,2950,3000,3050,3100,Sufficient,1/15/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3000,3100,3200,3350,Sufficient,1/15/2020
Debark Gebeya,White Teff (Quintal),3100,3300,3200,3300,3200,3350,Sufficient,1/15/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,3000,3150,3100,3300,Sufficient,1/15/2020
tenta Gebeya,White Teff (Quintal),3410,3555,0,0,0,0,Sufficient,1/16/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3300,3500,Sufficient,1/16/2020
Debresina Gebeya,White Teff (Quintal),2970,3060,0,0,0,0,Sufficient,1/16/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,2900,3050,2960,3100,Sufficient,1/16/2020
Dangla ,White Teff (Quintal),3000,3100,3200,3250,3250,3400,Sufficient,1/16/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3200,3500,Under,1/16/2020
Dejen Gebeya,White Teff (Quintal),2660,2730,2800,2900,2900,3000,Sufficient,1/18/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),2900,3000,0,0,0,0,Under,1/18/2020
Mekane Selam gebeya,White Teff (Quintal),2995,3050,3100,3150,3200,3250,Sufficient,1/18/2020
Bichena Gebeya,White Teff (Quintal),3200,3250,0,0,3250,3300,Sufficient,1/18/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3024,3168,Sufficient,1/18/2020
Meresa  Gebeya,White Teff (Quintal),3048,3123,0,0,3079,3241,Sufficient,1/18/2020
Adet Gebeya ,White Teff (Quintal),3000,3200,0,0,3200,3300,Sufficient,1/18/2020
Kokit  Metema Gebeya,White Teff (Quintal),2900,3000,0,0,3100,3200,Sufficient,1/18/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,1/18/2020
Motta Gebeya,White Teff (Quintal),2800,2900,0,0,2850,2950,Sufficient,1/18/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3200,3250,0,0,3300,3350,Sufficient,1/18/2020
Bure Woreda,White Teff (Quintal),2900,2950,0,0,2975,3100,Over,1/18/2020
Fenot selam Gebeya,White Teff (Quintal),2880,2952,3050,3200,3100,3300,Sufficient,1/18/2020
Debere Elias Gebeya,White Teff (Quintal),3000,3116,0,0,3130,3140,Sufficient,1/18/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3167,3267,3267,3333,3333,3500,Sufficient,1/18/2020
Shindie Gebeya,White Teff (Quintal),3050,3100,0,0,3200,3300,Sufficient,1/18/2020
Dabat Gebeya,White Teff (Quintal),3033,3066,3066,3100,3066,3117,Sufficient,1/18/2020
Kola Diba,White Teff (Quintal),2900,2950,0,0,3000,3100,Sufficient,1/18/2020
Shawura Gebeya,White Teff (Quintal),2700,2750,2750,2800,2800,2900,Sufficient,1/18/2020
Wegeda Gebeya,White Teff (Quintal),2850,2950,2950,3000,3050,3250,Under,1/18/2020
Estie Mekane Yesus Gebeya ,White Teff (Quintal),2900,3050,2970,3120,3050,3200,Under,1/20/2020
Debretabor Segno Gebeya ,White Teff (Quintal),0,0,3150,3200,3250,3300,Under,1/21/2020
Enjbara,White Teff (Quintal),0,0,3200,3270,3300,3450,Sufficient,1/21/2020
Merawi Gebeya,White Teff (Quintal),3000,3200,0,0,3100,3300,Sufficient,1/22/2020
kombolcha kebele 03 Gebeya,White Teff (Quintal),0,0,3000,3180,3200,3350,Sufficient,1/22/2020
Debere Birhan Kebele 08 Gebeya,White Teff (Quintal),0,0,2950,3000,3100,3200,Sufficient,1/22/2020
Desse Robit Gebaya,White Teff (Quintal),0,0,3100,3200,3250,3300,Sufficient,1/22/2020
Debark Gebeya,White Teff (Quintal),3000,3300,3100,3300,3200,3300,Sufficient,1/22/2020
Dembecha Gebeya,White Teff (Quintal),2900,2920,2950,2970,3000,3050,Sufficient,1/22/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3200,3400,3400,3600,Sufficient,1/23/2020
tenta Gebeya,White Teff (Quintal),3550,3690,0,0,0,0,Sufficient,1/23/2020
Debresina Gebeya,White Teff (Quintal),2970,3060,0,0,0,0,Sufficient,1/23/2020
Wereta Arada Gebeya ,White Teff (Quintal),0,0,2900,3050,2950,3150,Sufficient,1/23/2020
Dangla ,White Teff (Quintal),3000,3200,3150,3300,3200,3400,Sufficient,1/23/2020
Dangla ,White Teff (Quintal),3000,3200,3150,3200,3200,3400,Sufficient,1/23/2020
Kemise Hamus Gebeya ,White Teff (Quintal),0,0,0,0,3200,3500,Under,1/23/2020
Bichena Gebeya,White Teff (Quintal),2990,3250,0,0,3050,3300,Sufficient,1/25/2020
Meresa  Gebeya,White Teff (Quintal),3108,3219,0,0,3182,3330,Sufficient,1/25/2020
Mekane Selam gebeya,White Teff (Quintal),3000,3050,3100,3130,3235,3270,Sufficient,1/25/2020
Alem Ketema Kedame Gebeya,White Teff (Quintal),2900,3000,0,0,0,0,Sufficient,1/25/2020
Mehal Meda,White Teff (Quintal),0,0,0,0,3024,3240,Sufficient,1/25/2020
Kokit  Metema Gebeya,White Teff (Quintal),3100,3100,0,0,3250,3300,Sufficient,1/25/2020
Adet Gebeya ,White Teff (Quintal),3000,3200,0,0,3100,3250,Sufficient,1/25/2020
Fenot selam Gebeya,White Teff (Quintal),2920,2982,3000,3200,3200,3300,Sufficient,1/25/2020
Bure Woreda,White Teff (Quintal),2875,2900,0,0,2950,3050,Over,1/25/2020
Arerti Gebeya ,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,1/25/2020
Debere Elias Gebeya,White Teff (Quintal),2900,3040,0,0,3100,3150,Sufficient,1/25/2020
Kola Diba,White Teff (Quintal),2900,3000,0,0,3100,3100,Sufficient,1/25/2020
Shindie Gebeya,White Teff (Quintal),3125,3150,0,0,3200,3300,Sufficient,1/25/2020
Dejen Gebeya,White Teff (Quintal),2660,2730,2850,2900,2900,3000,Sufficient,1/25/2020
Debre Markos Huseta Gebeya,White Teff (Quintal),3200,3250,0,0,3300,3350,Sufficient,1/25/2020
Dabat Gebeya,White Teff (Quintal),3100,3116,3150,3150,3283,3283,Sufficient,1/25/2020
Lalibela Ketema Gebeya,White Teff (Quintal),3167,3333,3500,3660,3660,3667,Sufficient,1/25/2020
Motta Gebeya,White Teff (Quintal),2900,3000,0,0,3000,3100,Sufficient,1/25/2020
Shawura Gebeya,White Teff (Quintal),2700,2750,2800,2850,2850,2900,Over,1/25/2020
Wegeda Gebeya,White Teff (Quintal),2900,2950,3000,3100,3100,3200,Under,1/25/2020
Bati Segno Gebeya,White Teff (Quintal),0,0,0,0,3300,3400,Under,1/27/2020
